날짜,종가,오픈,고가,저가,거래량,변동 %
2018년 05월 30일,"8,199,000","8,307,000","8,407,000","8,071,000",6.85K,-1.25%
2018년 05월 29일,"8,303,000","7,893,000","8,356,000","7,833,000",7.34K,5.26%
2018년 05월 28일,"7,888,000","8,175,000","8,266,000","7,863,000",7.09K,-3.49%
2018년 05월 27일,"8,173,000","8,164,000","8,210,000","8,050,000",2.98K,0.11%
2018년 05월 26일,"8,164,000","8,319,000","8,415,000","8,120,000",3.66K,-1.88%
2018년 05월 25일,"8,320,000","8,404,000","8,469,000","8,180,000",6.00K,-0.99%
2018년 05월 24일,"8,403,000","8,485,000","8,682,000","8,179,000",8.65K,-0.97%
2018년 05월 23일,"8,485,000","8,949,000","9,010,000","8,441,000",9.40K,-5.21%
2018년 05월 22일,"8,951,000","9,331,000","9,348,000","8,950,000",6.00K,-4.07%
2018년 05월 21일,"9,331,000","9,373,000","9,460,000","9,256,000",5.22K,-0.45%
2018년 05월 20일,"9,373,000","9,100,000","9,404,000","9,040,000",4.77K,3.00%
2018년 05월 19일,"9,100,000","9,169,000","9,286,000","9,062,000",3.93K,-0.75%
2018년 05월 18일,"9,169,000","9,087,000","9,203,000","8,880,000",6.50K,1.10%
2018년 05월 17일,"9,069,000","9,300,000","9,380,000","9,005,000",6.82K,-2.52%
2018년 05월 16일,"9,303,000","9,509,000","9,530,000","9,031,000",8.85K,-2.17%
2018년 05월 15일,"9,509,000","9,790,000","9,859,000","9,471,000",8.64K,-2.87%
2018년 05월 14일,"9,790,000","9,807,000","9,930,000","9,397,000",10.16K,-0.19%
2018년 05월 13일,"9,809,000","9,491,000","9,841,000","9,343,000",6.33K,3.35%
2018년 05월 12일,"9,491,000","9,251,000","9,644,000","9,050,000",9.73K,2.59%
2018년 05월 11일,"9,251,000","9,990,000","9,991,000","8,937,000",13.04K,-7.30%
2018년 05월 10일,"9,980,000","10,391,000","10,457,000","9,922,000",6.88K,-3.93%
2018년 05월 09일,"10,388,000","10,233,000","10,425,000","9,942,000",7.17K,1.51%
2018년 05월 08일,"10,233,000","10,437,000","10,489,000","10,117,000",6.55K,-1.95%
2018년 05월 07일,"10,437,000","10,680,000","10,696,000","10,260,000",8.43K,-2.31%
2018년 05월 06일,"10,684,000","10,829,000","10,959,000","10,491,000",7.59K,-1.33%
2018년 05월 05일,"10,828,000","10,662,000","10,892,000","10,617,000",7.09K,1.68%
2018년 05월 04일,"10,649,000","10,680,000","10,759,000","10,501,000",8.77K,-0.25%
2018년 05월 03일,"10,676,000","10,032,000","10,794,000","10,001,000",13.41K,6.40%
2018년 05월 02일,"10,034,000","9,913,000","10,074,000","9,830,000",7.00K,1.21%
2018년 05월 01일,"9,914,000","10,119,000","10,144,000","9,743,000",9.30K,-2.04%
2018년 04월 30일,"10,120,000","10,191,000","10,288,000","9,990,000",10.62K,-0.69%
2018년 04월 29일,"10,190,000","10,043,000","10,270,000","9,900,000",10.30K,1.46%
2018년 04월 28일,"10,043,000","9,809,000","10,124,000","9,740,000",8.55K,2.31%
2018년 04월 27일,"9,816,000","10,132,000","10,175,000","9,760,000",10.06K,-3.12%
2018년 04월 26일,"10,132,000","9,805,000","10,160,000","9,500,000",15.11K,3.34%
2018년 04월 25일,"9,805,000","10,538,000","10,744,000","9,714,000",19.39K,-6.96%
2018년 04월 24일,"10,538,000","9,757,000","10,679,000","9,735,000",15.77K,8.00%
2018년 04월 23일,"9,757,000","9,594,000","9,757,000","9,552,000",9.32K,1.70%
2018년 04월 22일,"9,594,000","9,706,000","9,720,000","9,505,000",8.98K,-1.15%
2018년 04월 21일,"9,706,000","9,570,000","9,820,000","9,272,000",13.38K,1.42%
2018년 04월 20일,"9,570,000","8,976,000","9,663,000","8,827,000",16.68K,6.62%
2018년 04월 19일,"8,976,000","8,650,000","9,018,000","8,601,000",15.00K,3.78%
2018년 04월 18일,"8,649,000","8,464,000","8,670,000","8,455,000",10.47K,2.19%
2018년 04월 17일,"8,464,000","8,651,000","8,670,000","8,420,000",9.65K,-2.16%
2018년 04월 16일,"8,651,000","8,647,000","8,820,000","8,456,000",10.50K,-0.07%
2018년 04월 15일,"8,657,000","8,326,000","8,700,000","8,255,000",9.75K,3.91%
2018년 04월 14일,"8,331,000","8,376,000","8,549,000","8,151,000",10.36K,-0.49%
2018년 04월 13일,"8,372,000","8,131,000","8,611,000","7,972,000",18.78K,2.96%
2018년 04월 12일,"8,131,000","7,422,000","8,284,000","7,250,000",26.32K,9.55%
2018년 04월 11일,"7,422,000","7,404,000","7,490,000","7,351,000",9.74K,0.24%
2018년 04월 10일,"7,404,000","7,443,000","7,451,000","7,270,000",7.86K,-0.52%
2018년 04월 09일,"7,443,000","7,609,000","7,750,000","7,272,000",12.71K,-2.17%
2018년 04월 08일,"7,608,000","7,524,000","7,666,000","7,498,000",6.98K,1.12%
2018년 04월 07일,"7,524,000","7,266,000","7,679,000","7,229,000",9.67K,3.57%
2018년 04월 06일,"7,265,000","7,395,000","7,480,000","7,150,000",9.17K,-1.76%
2018년 04월 05일,"7,395,000","7,500,000","7,599,000","7,202,000",18.25K,-1.40%
2018년 04월 04일,"7,500,000","8,095,000","8,112,000","7,412,000",14.34K,-7.35%
2018년 04월 03일,"8,095,000","7,704,000","8,176,000","7,656,000",15.27K,5.08%
2018년 04월 02일,"7,704,000","7,469,000","7,816,000","7,397,000",11.31K,3.15%
2018년 04월 01일,"7,469,000","7,682,000","7,776,000","7,094,000",12.82K,-2.77%
2018년 03월 31일,"7,682,000","7,594,000","7,928,000","7,530,000",13.02K,1.16%
2018년 03월 30일,"7,594,000","7,884,000","8,067,000","7,438,000",21.57K,-3.68%
2018년 03월 29일,"7,884,000","8,719,000","8,755,000","7,763,000",16.38K,-9.59%
2018년 03월 28일,"8,720,000","8,638,000","8,900,000","8,572,000",8.15K,0.95%
2018년 03월 27일,"8,638,000","9,045,000","9,119,000","8,522,000",12.25K,-4.50%
2018년 03월 26일,"9,045,000","9,466,000","9,547,000","8,800,000",12.34K,-4.45%
2018년 03월 25일,"9,466,000","9,560,000","9,668,000","9,404,000",8.17K,-0.98%
2018년 03월 24일,"9,560,000","9,855,000","9,936,000","9,537,000",10.93K,-2.99%
2018년 03월 23일,"9,855,000","9,765,000","9,855,000","9,271,000",13.39K,0.92%
2018년 03월 22일,"9,765,000","9,916,000","10,056,000","9,496,000",12.93K,-1.52%
2018년 03월 21일,"9,916,000","9,828,000","10,144,000","9,746,000",17.17K,0.90%
2018년 03월 20일,"9,828,000","9,707,000","10,009,000","9,135,000",21.20K,1.25%
2018년 03월 19일,"9,707,000","8,985,000","9,738,000","8,900,000",24.36K,8.04%
2018년 03월 18일,"8,985,000","8,653,000","9,057,000","8,064,000",20.33K,3.84%
2018년 03월 17일,"8,653,000","9,063,000","9,150,000","8,550,000",11.29K,-4.70%
2018년 03월 16일,"9,080,000","9,100,000","9,324,000","8,767,000",15.85K,-0.12%
2018년 03월 15일,"9,091,000","9,141,000","9,305,000","8,455,000",25.10K,-0.55%
2018년 03월 14일,"9,141,000","10,139,000","10,270,000","8,935,000",22.06K,-9.84%
2018년 03월 13일,"10,139,000","10,206,000","10,380,000","9,873,000",18.90K,-0.66%
2018년 03월 12일,"10,206,000","10,493,000","10,852,000","9,872,000",20.21K,-2.74%
2018년 03월 11일,"10,493,000","9,892,000","10,670,000","9,560,000",18.54K,6.34%
2018년 03월 10일,"9,867,000","10,370,000","10,540,000","9,801,000",15.57K,-4.85%
2018년 03월 09일,"10,370,000","10,470,000","10,628,000","9,310,000",28.35K,-0.96%
2018년 03월 08일,"10,470,000","11,146,000","11,308,000","10,450,000",20.21K,-6.06%
2018년 03월 07일,"11,146,000","11,997,000","12,220,000","10,900,000",23.86K,-7.05%
2018년 03월 06일,"11,992,000","12,715,000","12,715,000","11,903,000",15.67K,-5.83%
2018년 03월 05일,"12,734,000","12,569,000","12,878,000","12,460,000",13.39K,1.31%
2018년 03월 04일,"12,569,000","12,799,000","12,817,000","12,253,000",16.13K,-1.80%
2018년 03월 03일,"12,799,000","12,441,000","12,806,000","12,388,000",14.96K,2.88%
2018년 03월 02일,"12,441,000","12,186,000","12,550,000","12,134,000",19.48K,2.09%
2018년 03월 01일,"12,186,000","11,831,000","12,268,000","11,600,000",12.61K,3.08%
2018년 02월 28일,"11,822,000","11,922,000","12,394,000","11,770,000",17.79K,-0.84%
2018년 02월 27일,"11,922,000","11,745,000","12,147,000","11,465,000",19.41K,1.51%
2018년 02월 26일,"11,745,000","11,209,000","11,900,000","10,812,000",21.55K,4.79%
2018년 02월 25일,"11,208,000","11,522,000","11,579,000","10,813,000",15.17K,-2.74%
2018년 02월 24일,"11,524,000","12,049,000","12,339,000","11,250,000",19.26K,-4.36%
2018년 02월 23일,"12,049,000","11,725,000","12,187,000","11,290,000",24.97K,2.76%
2018년 02월 22일,"11,725,000","12,808,000","13,037,000","11,660,000",28.50K,-8.46%
2018년 02월 21일,"12,808,000","13,516,000","13,622,000","12,350,000",34.29K,-5.24%
2018년 02월 20일,"13,516,000","12,663,000","14,145,000","12,660,000",28.88K,6.74%
2018년 02월 19일,"12,663,000","11,961,000","12,687,000","11,840,000",16.45K,5.87%
2018년 02월 18일,"11,961,000","12,353,000","12,750,000","11,501,000",31.02K,-3.23%
2018년 02월 17일,"12,360,000","11,431,000","12,370,000","11,370,000",22.60K,8.13%
2018년 02월 16일,"11,431,000","11,370,000","11,720,000","11,150,000",11.88K,0.54%
2018년 02월 15일,"11,370,000","10,469,000","11,471,000","10,382,000",17.22K,8.61%
2018년 02월 14일,"10,469,000","9,878,000","10,499,000","9,855,000",12.32K,5.98%
2018년 02월 13일,"9,878,000","10,137,000","10,200,000","9,651,000",9.64K,-2.55%
2018년 02월 12일,"10,137,000","9,302,000","10,220,000","9,299,000",11.77K,8.98%
2018년 02월 11일,"9,302,000","9,928,000","9,959,000","9,038,000",13.24K,-6.31%
2018년 02월 10일,"9,928,000","9,970,000","10,680,000","9,501,000",16.76K,-0.42%
2018년 02월 09일,"9,970,000","9,473,000","9,984,000","9,061,000",14.55K,5.25%
2018년 02월 08일,"9,473,000","8,382,000","9,620,000","8,373,000",15.43K,13.23%
2018년 02월 07일,"8,366,000","8,583,000","9,197,000","7,970,000",16.25K,-2.54%
2018년 02월 06일,"8,584,000","7,807,000","8,701,000","6,601,000",24.47K,9.95%
2018년 02월 05일,"7,807,000","8,967,000","9,200,000","7,635,000",15.34K,-12.94%
2018년 02월 04일,"8,967,000","9,538,000","10,095,000","8,736,000",11.85K,-5.99%
2018년 02월 03일,"9,538,000","9,415,000","9,980,000","8,500,000",11.66K,1.31%
2018년 02월 02일,"9,415,000","10,061,000","10,083,000","7,687,000",23.70K,-6.42%
2018년 02월 01일,"10,061,000","11,450,000","11,477,000","9,912,000",12.55K,-12.13%
2018년 01월 31일,"11,450,000","11,581,000","11,716,000","10,575,000",9.71K,-1.13%
2018년 01월 30일,"11,581,000","12,847,000","12,930,000","11,358,000",9.34K,-9.85%
2018년 01월 29일,"12,847,000","13,299,000","13,430,000","12,581,000",7.95K,-3.33%
2018년 01월 28일,"13,289,000","12,861,000","13,510,000","12,820,000",10.78K,3.33%
2018년 01월 27일,"12,861,000","12,871,000","13,020,000","12,323,000",9.76K,-0.08%
2018년 01월 26일,"12,871,000","12,934,000","13,153,000","11,520,000",16.03K,-0.49%
2018년 01월 25일,"12,934,000","13,489,000","13,840,000","12,751,000",10.84K,-3.98%
2018년 01월 24일,"13,470,000","13,094,000","13,647,000","12,577,000",14.45K,2.87%
2018년 01월 23일,"13,094,000","13,973,000","14,017,000","12,290,000",16.79K,-6.29%
2018년 01월 22일,"13,973,000","14,521,000","14,818,000","12,830,000",15.69K,-3.77%
2018년 01월 21일,"14,521,000","16,799,000","16,865,000","13,890,000",14.90K,-13.56%
2018년 01월 20일,"16,799,000","15,292,000","17,300,000","15,195,000",27.77K,9.85%
2018년 01월 19일,"15,292,000","14,820,000","15,325,000","14,382,000",13.76K,3.18%
2018년 01월 18일,"14,820,000","14,706,000","16,388,000","13,554,000",19.75K,0.78%
2018년 01월 17일,"14,706,000","14,317,000","15,606,000","11,700,000",24.35K,2.72%
2018년 01월 16일,"14,317,000","18,985,000","19,091,000","12,375,000",26.00K,-24.92%
2018년 01월 15일,"19,068,000","19,142,000","19,950,000","18,381,000",11.54K,-0.39%
2018년 01월 14일,"19,142,000","20,711,000","20,998,000","18,350,000",9.31K,-7.58%
2018년 01월 13일,"20,711,000","20,316,000","21,173,000","20,031,000",10.85K,1.94%
2018년 01월 12일,"20,316,000","19,147,000","20,700,000","18,252,000",11.91K,6.11%
2018년 01월 11일,"19,147,000","20,500,000","21,124,000","17,510,000",13.75K,-6.60%
2018년 01월 10일,"20,500,000","22,595,000","22,900,000","19,655,000",12.37K,-9.27%
2018년 01월 09일,"22,595,000","23,737,000","24,402,000","21,700,000",11.85K,-4.81%
2018년 01월 08일,"23,737,000","24,928,000","25,125,000","22,561,000",10.47K,-4.78%
2018년 01월 07일,"24,928,000","24,771,000","25,490,000","24,270,000",8.56K,0.63%
2018년 01월 06일,"24,771,000","25,026,000","25,766,000","23,314,000",20.01K,-1.02%
2018년 01월 05일,"25,026,000","21,576,000","25,988,000","21,046,000",25.29K,15.99%
2018년 01월 04일,"21,576,000","20,419,000","21,830,000","19,891,000",14.73K,5.67%
2018년 01월 03일,"20,419,000","19,838,000","20,810,000","19,800,000",15.67K,2.93%
2018년 01월 02일,"19,838,000","18,655,000","20,800,000","18,570,000",17.46K,6.34%
2018년 01월 01일,"18,655,000","19,208,000","19,296,000","18,362,000",10.24K,-2.88%
